PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY
CA-W-21957,"GARBA WINE COMPANY, LLC",PUTAH CREEK WINERY,6917 MC COMBER ST,SACRAMENTO,CA,95828,SACRAMENTO
CA-W-16191,JAMES BLAKE LLC,JAMES BLAKE WINES,1412 STEWARD RD,SACRAMENTO,CA,95864,SACRAMENTO
CA-W-23123,"WOLFE HEIGHTS ESTATES, LLC",WOLFE HEIGHTS ESTATES,9440 BAR DU LN,SACRAMENTO,CA,95829,SACRAMENTO
CA-W-15967,"FRASINETTI WINERY, LLC",JAS. FRASINETTI & SONS,7395 FRASINETTI RD,SACRAMENTO,CA,95828,SACRAMENTO
CA-W-15493,STUART SPOTO,SPOTO WINES,3630 MEADOW LN,SACRAMENTO,CA,95864,SACRAMENTO
CA-W-15598,VINCENT STERNE,TWO RIVERS CIDER CO,4311 ATTAWA AVE 103,SACRAMENTO,CA,95822,SACRAMENTO
CA-W-21149,"KAMINSKY WINE COMPANY, LLC",KAMINSKY CELLARS,3351 BUSINESS DR UNIT #103,SACRAMENTO,CA,95820,SACRAMENTO
CA-W-3355,"SCRIBNER BEND VINEYARDS, INC.",SCRIBNER BEND VINEYARDS,9051 RIVER RD,SACRAMENTO,CA,95832,SACRAMENTO
CA-W-22063,GRAND ISLAND VINEYARDS LLC,,12484 160 HWY,WALNUT GROVE,CA,95615,SACRAMENTO
CA-W-2393,PETER NORMAN MARKS,SIX HANDS WINERY,13783 ISLETON RD,WALNUT GROVE,CA,95690,SACRAMENTO
CA-W-15870,ROGER MACWILLIAMSON,TEAGUE VINEYARDS,9355 FAIRVIEW RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-20123,"VDV VENTURES, LLC",,11 LAUREL CT,HOLLISTER,CA,95023,SAN BENITO
CA-W-3609,"LEAL VINEYARDS, INC.",LEAL ESTATE VINEYARDS,300 MARANATHA DR,HOLLISTER,CA,95023,SAN BENITO
CA-W-15467,"BLACKBURN ENTERPRISES, LLC",PIETRA SANTA WINERY,10034 CIENEGA RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-23252,"CASA DE FRUTA WINERY, LLC",CASA DE FRUTA,6680 PACHECO PASS HWY,HOLLISTER,CA,95023,SAN BENITO
CA-W-17744,"ENZ VINEYARDS, INC.",ENZ VINEYARDS,1781 LIMEKILN RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-22842,DUCKHORN WINE COMPANY,CALERA WINE COMPANY,11300 CIENEGA RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-15546,WALLACE T. JONES JR,JONES WINERY,6470 VINEYARD DR,HOLLISTER,CA,95023,SAN BENITO
CA-W-17029,"THE CORRALITOS WINE COMPANY, LLC",,9970 CIENEGA RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-15526,"CARDELLA WINERY, LLC",,10034 CIENEGA RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-16420,"DEROSE WINERY, INC.",DEROSE WINERY,9970 CIENEGA RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-22691,INTERVINE CAPITAL CIENEGA VALLEY LLC,EDEN RIFT VINEYARDS,10034 CIENEGA RD,HOLLISTER,CA,95023,SAN BENITO
CA-W-22598,DELICATO VINEYARDS,ALBA COAST WINERY,385 PANOCHE RD,PAICINES,CA,95043,SAN BENITO
CA-W-16923,BERNTSEN FAMILY WINES LLC,WILDEYE WINERY,60 BROWN RD,SAN JUAN BAUTISTA,CA,95045,SAN BENITO
CA-W-23098,"KLINE FAMILY VINEYARDS, LLC",ANNEUGENE WINES,741 RIVERSIDE RD,HOLLISTER,CA,95023,SAN BENITO COUNTY
CA-W-22914,SHORELINE CELLARS INC.,WATERS EDGE WINERY - RANCHO CUCAMONGA,8916 FOOTHILL BLVD STE K3,RANCHO CUCAMONGO,CA,91730,SAN BERDINO
CA-W-21219,"SEVEN OAKS, INC.",SEVEN OAKS HOLDING COMPANY,41421 BIG BEAR BLVD,BIG BEAR LAKE,CA,92315,SAN BERNADINO
CA-W-23241,ARGONZA ESTATE,ARGONZA CELLARS,13788 ROSWELL AVE STE 186,CHINO,CA,91710,SAN BERNADINO
CA-W-16628,"WINE DOWN, LLC",WINE DOWN WINERY AND BISTRO,4505 CHINO HILLS PKWY #A,CHINO HILLS,CA,91709,SAN BERNARDINO
CA-W-21979,"SYCAMORE RANCH VINEYARD & WINERY, LLC",SYCAMORE RANCH VINEYARD & WINERY,174 N DART CANYON RD,CRESTLINE,CA,92325,SAN BERNARDINO
CA-W-924,"SAN ANTONIO WINERY, INC.",SAN ANTONIO WINERY,2802 S MILLIKEN AVE,ONTARIO,CA,91761,SAN BERNARDINO
CA-W-22643,SAMBRIDGE CORPORATION,,5230 SMOKE TREE RD,PHELAN,CA,92371,SAN BERNARDINO
CA-W-21201,WATERS EDGE WINERIES INC.,WATERS EDGE WINERIES CHAMPAGNE CELLARS,8560 VINEYARD AVE STE 408,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO
CA-WS-3588,"MIZKAN AMERICAS, INC.",,10037 8TH ST,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO
CA-W-512,J. FILIPPI VINTAGE CO.,,12467 BASELINE RD,RANCHO CUCAMONGA,CA,91739,SAN BERNARDINO
CA-W-22268,MOUNTAIN VISTA WINERY & VINEYARD LLC,,10013 8TH ST STE W AND E-1,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO
CA-W-21205,"WINE MAKERS, INC.",THE WINE TAILOR,8916 FOOTHILL BLVD STE K3,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO
CA-W-17520,RV & JM INC.,STATE STREET WINERY OF REDLANDS,404 E STATE ST,REDLANDS,CA,92373,SAN BERNARDINO
CA-W-3066,BRIAN & CAMILLE BRANDT,BRANDT FAMILY WINERY,750 E 25TH ST,UPLAND,CA,91784,SAN BERNARDINO
CA-W-21920,"SNOW-LINE ORCHARD, LLC",,39400 OAK GLEN RD,YUCAIPA,CA,92399,SAN BERNARDINO
CA-W-21143,CRAIG STEVEN SUVEG AND KAREN PATRICIA SUVEG,SUVEG CELLARS,37296 IRONWOOD DR,YUCAIPA,CA,92399,SAN BERNARDINO
CA-W-22252,"OAK GLEN CIDER COMPANY, LLC",,39611 OAK GLEN RD,YUCAIPA,CA,92399,SAN BERNARDINO
CA-W-16341,TIMOTHY LEE PETERSEN,ROCK CANYON VINEYARDS,3355 EMMANUEL WAY,ALPINE,CA,91901,SAN DIEGO
CA-W-23285,LIONSGATE ESTATE & VINEYARD LLC,FORD'S GARAGE WINERY - LIONSGATE ESTATE WINERY,31809 PASEO LINDO,BONSALL,CA,92003,SAN DIEGO
CA-W-23224,HUEFTLE INC,HUEFTLE FARMS VINEYARD,4582 VALLE DEL SOL,BONSALL,CA,92003,SAN DIEGO
CA-W-17641,CAMPO CREEK VINEYARDS LLC,CAMPO CREEK VINEYARDS,29556 HIGHWAY 94,CAMPO,CA,91906,SAN DIEGO
CA-W-21671,CALIFORNIA FRUIT WINE CORP.,CALIFORNIA FRUIT WINE COMPANY,3186 LIONSHEAD AVE STE 150,CARLSBAD,CA,92010,SAN DIEGO
CA-W-22097,"CARRUTH CELLARS, LLC",CARRUTH CELLARS,2727 STATE ST STE 110,CARLSBAD,CA,92008,SAN DIEGO
CA-W-21288,LITTLE OAKS WINERY LLC,,6084 CORTE DEL CEDRO STE 105,CARLSBAD,CA,92011,SAN DIEGO
CA-W-2224,WITCH CREEK WINERY,,2906 CARLSBAD BLVD,CARLSBAD,CA,92008,SAN DIEGO
CA-W-21348,"DULZURA VINEYARD AND WINERY, LLC",DULZURA VINEYARD AND WINERY,17323 HIGHWAY 94,DULZURA,CA,91917,SAN DIEGO
CA-W-22769,"VALENTINA VINEYARDS, LLC",,17322 94 HWY,DULZURA,CA,91917,SAN DIEGO
CA-W-22403,"COSTA AZUL WINERY, INC.",SOLTERRA WINERY,934 N COAST HWY 101,ENCINITAS,CA,92024,SAN DIEGO
CA-W-22563,"MEADIOCRITY MEADERY, LLC",MEADIOCRITY MEAD,298 ENTERPRISE ST STE D,ESCONDIDO,CA,92029,SAN DIEGO
CA-W-20347,ROBERTO ESPINOSA & NOELLE ESPINOSA,ESPINOSA VINEYARD,15360 BRANDY CANYON RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-21835,"OLD SURVEY VINEYARDS, INC.",,16850 OLD SURVEY RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-21379,REIDY CREEK VINEYARD AND WINERY LLC,,27118 N BROADWAY ST,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-17254,"COYOTE OAKS VINEYARDS, LLC",,9843 OAK RIDGE RD,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-22305,RANCHO GUEJITO VINEYARD,,298 ENTERPRISE ST STE D,ESCONDIDO,CA,92029,SAN DIEGO
CA-W-22016,HIGHLAND VALLEY VENTURES LLC,HIGHLAND VALLEY VINEYARDS,15412 BANDY CANYON RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-17073,"ALLIANCE INTERNATIONAL TRADE & INVESTMENT GROUP, INC.",BLUE-MERLE WINERY,9709 CANYON COUNTRY LN,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-22692,GLOBAL SPORTS MARKETING AND EVENTS INC.,SILENT BOB'S VINEYARD,25445 JESMOND DENE RD,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-21341,"STEHLEON VINEYARDS, INC.",,298 ENTERPRISE ST STE D,ESCONDIDO,CA,92029,SAN DIEGO
CA-W-20547,LORDPUFFER TRUST,LORDPUFFER VINEYARDS,6930 LOS VIENTOS SERENOS,ESCONDIDO,CA,92029,SAN DIEGO
CA-W-23083,"RONALD M. BAS, LLC",BASTIANS VINEYARDS,15326 BANDY CANYON RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-3217,GERARDO CORDIANO AND ROSAMARIA CORDIANO,CORDIANO WINERY,15732 HIGHLAND VALLEY RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-21451,TOM HAASE,MANZANITA RIDGE WINERY,27044 LOTUS POND LN,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-21255,EDWARD E EMBLY & JEANNINE E EMBLY,HUNGRY HAWK VINEYARDS,3255 SUMMIT DR,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-22152,"STARVATION MOUNTAIN VINEYARDS, LLC",,18404 STARVATION MOUNTAIN ROAD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-23317,JOHN C REDMOND,HIGHLAND RIDGE VINEYARDS,15036 HIGHLAND VALLEY RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-17694,"THOMAS COLE, ALAN GRANT, ERIC SMITH",ERALTO VINEYARD,14196 SUMMIT CREST,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-21780,"VINO PREGIATI, LLC",,298 ENTERPRISE ST STE D,ESCONDIDO,CA,92029,SAN DIEGO
CA-W-3451,"BELLE MARIE WINERY, LLC",,26312 MESA ROCK RD,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-1979,"ORFILA VINEYARDS, INC.",ORFILA VINEYARDS,13455 SAN PASQUAL RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-21268,ARTIFACT VINEYARD AND WINERY LLC,,15404 HIGHLAND VALLEY RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-21716,"ZXQ ENTERPRISES, LLC",ZXQ VINEYARDS,15454 HIGHLANDS CREST WAY,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-3030,"DEER PARK ESCONDIDO, LLC",DEER PARK ESCONDIDO,29013 CHAMPAGNE BLVD,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-17296,"VESPER VINEYARDS, LLC",VESPER VINEYARDS,298 ENTERPRISE ST STE D,ESCONDIDO,CA,92029,SAN DIEGO
CA-W-22402,"FORGOTTEN BARREL, LLC",,1120 W 15TH AVE,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-17639,JODY B. TOWE,J. BRIX WINES,298 ENTERPRISE ST STE D,ESCONDIDO,CA,92029,SAN DIEGO
CA-W-16436,"JEFFREY A. LAZENBY, INC.",,26312 MESA ROCK RD,ESCONDIDO,CA,92026,SAN DIEGO
CA-W-17489,ALTIPIANO VINEYARD AND WINERY LLC,ALTIPIANO VINEYARD AND WINERY,20365 CAMINO DEL AGUILA,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-22547,"DAHA, LLC",,16138 HIGHLAND VALLEY RD,ESCONDIDO,CA,92025,SAN DIEGO
CA-W-17712,FANTASMA BOUTIQUE WINERY LLC,FANTASMA BOUTIQUE WINERY,40689 DELUZ MURRIETA RD,FALLBROOK,CA,92028,SAN DIEGO
CA-W-15878,SAMUEL D. & LESLIE B. ORIZA,ORIZABA WINERY,158 CALLE LINDA,FALLBROOK,CA,92028,SAN DIEGO
CA-W-20068,MARCIA FLOWERS,TOASTED OAK VINEYARDS & WINERY,190 RED MOUNTAIN LN,FALLBROOK,CA,92028,SAN DIEGO
CA-W-17277,"BEACH HOUSE WINERY, INC.",BEACH HOUSE WINERY,1534 SLEEPING INDIAN RD,FALLBROOK,CA,92028,SAN DIEGO
CA-W-17690,"LOS WILLOWS WINERY, LLC",,534 STEWART CANYON RD,FALLBROOK,CA,92028,SAN DIEGO
CA-W-2683,"PREMIUM VINTNERS, LLC",,2554 VIA RANCHEROS,FALLBROOK,CA,92028,SAN DIEGO
CA-W-17396,"R.L. TRILLIUM, LLC",IACOBELLI WINERIES,2175 TECALOTE DR,FALLBROOK,CA,92028,SAN DIEGO
CA-W-17680,"SBLENDORIO WINERY, LLC",,38973 DE LUZ RD,FALLBROOK,CA,92028,SAN DIEGO
CA-W-21462,MYRTLE CREEK VINEYARDS LLC,,1600 VIA VISTA DR BLDG,FALLBROOK,CA,92028,SAN DIEGO
CA-W-20408,TOM BOURNE CARSON,THE VINEYARD AT 1924,1924 E MISSION RD,FALLBROOK,CA,92028,SAN DIEGO
CA-W-17257,JAMES HAROLD & JUDITH ANNE BRADY,ROADRUNNER RIDGE WINERY,4233 ROSA RANCHO LN,FALLBROOK,CA,92028,SAN DIEGO
CA-W-17402,"CASA TIENE VISTA VINEYARD,LLC",CASA TIENE VISTA,4150 ROCK MOUNTAIN ROAD,FALLBROOK,CA,92028,SAN DIEGO
CA-W-21299,"SPANISH PEACOCK WINERY, INC.",SPANISH PEACOCK WINERY,16987 LYONS VALLEY RD,JAMUL,CA,91935,SAN DIEGO
CA-W-23180,RUSTY RIDGE WINERY LLC,RUSTY RIDGE WINERY,15262 15262 LYONS VALLEY RD,JAMUL,CA,91935,SAN DIEGO
CA-W-21312,GRANITE LION CELLARS LLC,STEELE CANYON WINERY,15201 PRESILLA DR B,JAMUL,CA,91935,SAN DIEGO
CA-W-17317,"J PILAR WINERY, INC",JPILAR WINERY,3113 CALLE ALLEJANDRO,JAMUL,CA,91935,SAN DIEGO
CA-W-21777,DIANNE LYNNE COLLIS,DEERHORN VALLEY VINEYARDS,2516 HONEY SPRINGS RD,JAMUL,CA,91935,SAN DIEGO
CA-W-21977,MANESS VINEYARDS AND CASI CIELO FARM LLC,,3044 COLINA VERDE LN,JAMUL,CA,91935,SAN DIEGO
CA-W-23063,VECCHIEOSO LLC,,19365 ELENA LN,JAMUL,CA,91935,SAN DIEGO
CA-W-22709,"CENTURY TUBES, INC.",CALICO CIDERY,4200 HIGHWAY 78,JULIAN,CA,92036,SAN DIEGO
CA-W-1303,"MENGHINI WINERY, INC.",,1150 JULIAN ORCHARDS DR,JULIAN,CA,92036,SAN DIEGO
CA-W-21839,JULIAN HARD CIDER LLC,JULIAN HARD CIDER,2641 APPLE LN,JULIAN,CA,92036,SAN DIEGO
CA-W-2484,"CENTURY TUBES, INC.",,4200 HIGHWAY 78,JULIAN,CA,92036,SAN DIEGO
CA-W-22136,VOLCAN MOUNTAIN WINERY LLC,VOLCAN MOUNTAIN WINERY,1255 JULIAN ORCHARDS DR,JULIAN,CA,92036,SAN DIEGO
CA-W-22131,"THE JULIAN WINERY, LLC",,4470 HIGHWAY 78 BLDG 4,JULIAN,CA,92036,SAN DIEGO
CA-W-21993,BRIAN KENNER,JULIAN CIDERWORKS,17550 HARRISON PARK RD,JULIAN,CA,92036,SAN DIEGO
CA-W-22072,"JOOSTE WINE, LLC",LJ CRAFTED WINES,5621 LA JOLLA BLVD,LA JOLLA,CA,92037,SAN DIEGO
CA-W-17674,"TOAST OF THE TOWN, INC.",SAN PASQUAL WINERY,8140 CENTER ST,LA MESA,CA,91942,SAN DIEGO
CA-W-23115,"TOAST OF THE TOWN, INC",SAN PASQUAL WINERY,8364 LA MESA BLVD,LA MESA,CA,91942,SAN DIEGO
CA-W-22599,WYATT OAKS WINERY LLC,WYATT OAKS WINERY,8167 CENTER ST,LA MESA,CA,91942,SAN DIEGO
CA-W-16739,"TOAST OF THE TOWN, INC.",SAN PASQUAL WINERY,8167 CENTER ST,LA MESA,CA,91942,SAN DIEGO
CA-W-17723,"WINEGREETING.COM, INC.",WINEGREETING.COM,4747 OCEANSIDE BLVD SUITE E,OCEANSIDE,CA,92056,SAN DIEGO
CA-W-20335,PAUL DOUGLAS MATTUCCI,MATTUCCI WINERY,3728 MARITIME WAY BLDG 42,OCEANSIDE,CA,92056,SAN DIEGO
CA-W-21158,GOLDEN COAST MEAD LLC,GOLDEN COAST MEAD,4089 OCEANSIDE BLVD STE H,OCEANSIDE,CA,92056,SAN DIEGO
CA-W-16278,"FIFTY BARRELS, INC.",CARLSBAD COASTAL WINERY,3800 OCEANIC #106,OCEANSIDE,CA,92056,SAN DIEGO
CA-W-15252,JACK L. WOODS,ORANGE WOODS WINERY,17755 MESA DR,PAUMA VALLEY,CA,92061,SAN DIEGO
CA-W-17737,"CORTE MADERA VINEYARDS, LLC.",,7473 CORTE MADERA RD,PINE VALLEY,CA,91962,SAN DIEGO
CA-W-22868,"MISSION CELLARS, LLC",MISSION CELLARS,14053 MIDLAND RD,POWAY,CA,92064,SAN DIEGO
CA-W-16207,OLD COACH VINEYARDS & WINERY LLC,OLD COACH VINEYARDS,19050 OLD COACH WAY,POWAY,CA,92064,SAN DIEGO
CA-W-22765,"ITAQUE VINEYARDS, INC",ITAQUE VINEYARDS,1054 ALICE ST,RAMONA,CA,92065,SAN DIEGO
CA-W-15985,JENNIFER J. JENKIN,PAMO VALLEY WINERY,20997 BLACK CANYON RD,RAMONA,CA,92065,SAN DIEGO
CA-W-17688,"SEVEN MEADOWS VINEYARD, LLC",SEVEN MEADOWS VINEYARD,14671 MUSSEY GRADE RD,RAMONA,CA,92065,SAN DIEGO
CA-W-21274,"S & S GARCIA & ASSOCIATES, LLC",GARCIA'S VINEYARD & WINERY,1152 A JAYBIRD LANE LN,RAMONA,CA,92065,SAN DIEGO
CA-W-15266,"PYRAMID VINEYARD, INC.",PYRAMID VINEYARD,130 MAGNOLIA AVE,RAMONA,CA,92065,SAN DIEGO
CA-W-17709,"RANCHO CORRECAMINOS, LLC",CORRECAMINOS VINEYARD & WINERY,1934 PAMO RD,RAMONA,CA,92065,SAN DIEGO
CA-W-17214,JOHN R. YORK AND PAULA R. PAYNE,HELLANBACK RANCH,17287 OAK HOLLOW RD,RAMONA,CA,92065,SAN DIEGO
CA-W-21135,POPPAEA VINEYARD LLC,POPPAEA VINEYARD,25643 OLD JULIAN HIGHWAY,RAMONA,CA,92065,SAN DIEGO
CA-W-23262,"VINE VENTURES, LLC",VINA RAMONA,657 E OLD JULIAN HWY,RAMONA,CA,92065,SAN DIEGO
CA-W-21682,DAVID S. HARBOUR,HARBOUR FARM AND VINEYARD,3326 HIGHWAY 67,RAMONA,CA,92065,SAN DIEGO
CA-W-15853,DENNIS GRIMES & JULIE GRIMES,EAGLES NEST WINERY,18259 CHABLIS RD,RAMONA,CA,92065,SAN DIEGO
CA-W-22011,"TURQUOISE BARN CIDER, LLC",TURQUOISE BARN CIDER,955 MAPLE ST,RAMONA,CA,92065,SAN DIEGO
CA-W-17355,"TURTLE ROCK RIDGE VINEYARD WINERY, INC",TURTLE ROCK RIDGE VINEYARD WINERY,18351 WOODS HILL LN,RAMONA,CA,92065,SAN DIEGO
CA-W-17552,"RAMONA RANCH WINERY, LLC",RAMONA RANCH WINERY,23578 HIGHWAY 78,RAMONA,CA,92065,SAN DIEGO
CA-W-15706,CACTUS STAR LLC,CACTUS STAR VINEYARD,17029 HANDLEBAR RD,RAMONA,CA,92065,SAN DIEGO
CA-W-15124,"VICTOR A. EDWARDS, JR.",EDWARDS VINEYARD & WINERY,26502 HIGHWAY 78,RAMONA,CA,92065,SAN DIEGO
CA-W-21290,ROBERT ANTHONY DE FEO,TARA WINERY,1120 AVIENDA NARANJA,RAMONA,CA,92065,SAN DIEGO
CA-W-22995,PAX RAMONA LLC,,16540 GREEN VALLEY TRUCK TRAIL,RAMONA,CA,92065,SAN DIEGO
CA-W-15703,CAROLYN HARRIS AND PAUL HARRIS,CHUPAROSA VINEYARDS,910 GEM LN,RAMONA,CA,92065,SAN DIEGO
CA-W-23281,BLUEGRASS RANCH LLC,ALPENGLOW WINERY,18011 BLUEGRASS RD,RAMONA,CA,92065,SAN DIEGO
CA-W-22059,"RANCHO SAN MARTIN VINEYARD, LLC",,17249 SUNDANCE DR,RAMONA,CA,92065,SAN DIEGO
CA-W-23014,"RASHELICA WINERY, LLC",,17948 67 HWY,RAMONA,CA,92065,SAN DIEGO
CA-W-16949,"NANCAR VINEYARD, INC",NANCAR VINEYARD,24746 RANCHO SANTA TERESA DR,RAMONA,CA,92065,SAN DIEGO
CA-W-21631,THE MYSTERIOUS MEAD COMPANY INC.,,344 TELFORD LN,RAMONA,CA,92065,SAN DIEGO
CA-W-17428,"KOHILL VINEYARD AND WINERY, INC.",KOHILL WINERY,17211 HIGHLANDER RD,RAMONA,CA,92065,SAN DIEGO
CA-W-15970,STEPHEN L. AND MARILYN V. KAHLE,WOOF'N ROSE WINERY,17073 GARJAN LN,RAMONA,CA,92065,SAN DIEGO
CA-W-22776,SUNRISE VINEYARDS LLC,,16620 HIGHLAND VALLEY RD,RAMONA,CA,92065,SAN DIEGO
CA-W-17570,SUSANNE SAPIER,VINEYARD GRANT JAMES,25260 E OLD JULIAN HWY,RAMONA,CA,92065,SAN DIEGO
CA-W-16315,"RAMONA VINTNERS CELLARS, INC.",LENORA WINERY,251 STEFFY LN,RAMONA,CA,92065,SAN DIEGO
CA-W-15144,WILLIAM JOHN HOLZHAUER,HACIENDA DE LAS ROSAS,18011 BLUEGRASS RD,RAMONA,CA,92065,SAN DIEGO
CA-W-15884,ALFREDO & SABRINA GALLONE,PRINCIPE DI TRICASE WINERY,18425 HIGHLAND VALLEY RD,RAMONA,CA,92065,SAN DIEGO
CA-W-17241,"HIGHLAND HILLS CELLARS, LLC",HIGHLAND HILLS CELLARS,18545 RANGELAND RD,RAMONA,CA,92065,SAN DIEGO
CA-W-15723,"LITTLE PAGE OAKS, LLC",LITTLE PAGE OAKS,18750 LITTLE PAGE RD,RAMONA,CA,92065,SAN DIEGO
CA-W-3220,"SUNLAND ENTERPRISES, LLC",SALERNO WINERY,17948 HIGHWAY 67,RAMONA,CA,92065,SAN DIEGO
CA-W-2206,"SCHWAESDALL WINERY, INC.",SCHWAESDALL WINERY,17677 RANCHO DE ORO DR,RAMONA,CA,92065,SAN DIEGO
CA-W-21062,"CHINOOK CELLARS, INC.",HATFIELD CREEK WINERY,1625 HIGHWAY 78,RAMONA,CA,92065,SAN DIEGO
CA-W-3645,MICHAEL RAY HARGETT,MAHOGANY MT. VINEYARD & WINERY,14905 MUSSEY GRADE RD,RAMONA,CA,92065,SAN DIEGO
CA-W-23266,POCO MONTANA LLC,POCO MONTANA,23136 RAMONA VISTA RD,RAMONA,CA,92065,SAN DIEGO
CA-W-22889,PROSPORTS PRODUCTS,TRE COLLINE THREE HILLS WINERY,16805 HIGHLAND VALLEY RD,RAMONA,CA,92065,SAN DIEGO
CA-W-23136,"120 C AVENUE, LLC",STOPLIGHT WINERY,26401 78 HWY,RAMONA,CA,92065,SAN DIEGO
CA-W-17759,WILLIAM JOHN HOLZHAUER,HACIENDA DE LAS ROSAS,18011 BLUEGRASS RD,RAMONA,CA,92065,SAN DIEGO
CA-W-22917,"THE CIDER HOUSE, LLC",POOCHIE'S HOOCH URBAN CIDERY,7559 MISSION GORGE RD,SAN DIEGO,CA,92120,SAN DIEGO
CA-W-22857,RISING TIDE BOTTLEWORKS LLC,,3986 30TH ST,SAN DIEGO,CA,92104,SAN DIEGO
CA-W-21412,BRETT CICCHETTO,BRIDGE WINERY,5151 SANTA FE ST STE H,SAN DIEGO,CA,92109,SAN DIEGO
CA-W-21924,BIG H WINE CORP,VINO URBANO,6825 GATEWAY PARK DR STE 3,SAN DIEGO,CA,91954,SAN DIEGO
CA-W-22679,"KOI ZEN CELLARS, INC.",KOI ZEN CELLARS,12225 WORLD TRADE DR STE P & Q,SAN DIEGO,CA,92128,SAN DIEGO
CA-W-21944,"VANBRINK, INC.",CHARLIE & ECHO,8680 MIRALANI DR STE 113-114,SAN DIEGO,CA,92126,SAN DIEGO
CA-W-21940,NEGOCIANT WINERY,,2419 E EL CAJON BLVD UNIT B,SAN DIEGO,CA,92104,SAN DIEGO
CA-W-22443,"SERPENTINE CIDER, LLC",,8665 MIRALANI DR STE 100,SAN DIEGO,CA,92126,SAN DIEGO
CA-W-17092,"M&C WINERY, INC.",THE BLUE DOOR WINERY,4060 MORENA BLVD SUITE E-E2,SAN DIEGO,CA,92117,SAN DIEGO
CA-W-22232,"BRONTO BREW, LLC",BRONTO BREW,9235 TRADE PL STE D,SAN DIEGO,CA,92126,SAN DIEGO
CA-W-17362,"ZILARO CELLARS, LLC",,1466 F ST,SAN DIEGO,CA,92101,SAN DIEGO
CA-W-21378,"GIANNI BUONOMO VINTNERS, LLC",GIANNI BUONOMO VINTNERS,5151 SANTA FE ST UNIT H,SAN DIEGO,CA,92109,SAN DIEGO
CA-W-22538,CALIFORNIA FRUIT WINE CORP.,FRUIT CRAFT,1477 UNIVERSITY AVE,SAN DIEGO,CA,92103,SAN DIEGO
CA-W-22382,INDIA STREET WINEY LLC,,8680 MIRALANI DR STE 129,SAN DIEGO,CA,92126,SAN DIEGO
CA-W-21082,"2PLANK VINEYARDS, LLC",,6242 FERRIS SQ,SAN DIEGO,CA,92121,SAN DIEGO
CA-WS-21013,ESOTERIC DISTRIBUTION LLC,,1466 F ST,SAN DIEGO,CA,92107,SAN DIEGO
CA-W-22908,"MHM GLASS ETCHING, INC.",,2363 NEWTON AVE STE A,SAN DIEGO,CA,92113,SAN DIEGO
CA-W-22010,SHAWN MAGURNO,BLUE FELT WINERY,6236 LAKE ARINANA AVE,SAN DIEGO,CA,92119,SAN DIEGO
CA-W-15536,"BERNARDO WINERY, INC.",,13330 PASEO DEL VERANO NORTE,SAN DIEGO,CA,92128,SAN DIEGO
CA-W-23170,"MODERN TIMES DRINKS, INC.",MODERN TIMES BEER,3612 KURTZ ST,SAN DIEGO,CA,92110,SAN DIEGO
CA-W-22516,"DJC ENTERPRISES, INC.",RAGING CIDER & MEAD CO.,177 NEWPORT DR STE B,SAN MARCOS,CA,92069,SAN DIEGO
CA-W-21457,O'NEILL HONEY COMPANY LLC,,215 S PACIFIC ST STE 109,SAN MARCOS,CA,92078,SAN DIEGO
CA-W-3151,"TWIN OAKS VALLEY VINTNERS, LLC",,1575 MULBERRY DR,SAN MARCOS,CA,92069,SAN DIEGO
CA-W-17713,"SUNSHINE MOUNTAIN VINEYARD, INC",SUNSHINE MOUNTAIN VINEYARD,2286 SUNSHINE MOUNTAIN RD,SAN MARCOS,CA,92069,SAN DIEGO
